interface_id,department,create_time,statistic_cycle,biz_name,level,object_type,stability,timeliness,completeness,accuracy,consistency,uniqueness,normativity,interface_business_level_id
100335,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280377
100335,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280378
100335,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280379
100335,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280380
100335,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280381
100335,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280382
100336,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280383
100336,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280384
100336,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280385
100336,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280386
100336,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280387
100336,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280388
100337,-,20250629,1,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280389
100337,-,20250629,1,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280390
100337,-,20250629,2,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280391
100337,-,20250629,2,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280392
100337,-,20250629,3,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280393
100337,-,20250629,3,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280394
100338,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280395
100338,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280396
100338,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280397
100338,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280398
100338,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280399
100338,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280400
100339,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280401
100339,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280402
100339,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280403
100339,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280404
100339,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280405
100339,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280406
100340,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280407
100340,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280408
100340,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280409
100340,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280410
100340,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280411
100340,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280412
100341,财务部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280413
100341,财务部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280414
100341,财务部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280415
100341,财务部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280416
100341,财务部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280417
100341,财务部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280418
100342,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280419
100342,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280420
100342,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280421
100342,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280422
100342,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280423
100342,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280424
100343,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280425
100343,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280426
100343,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280427
100343,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280428
100343,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280429
100343,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280430
100344,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280431
100344,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280432
100344,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280433
100344,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280434
100344,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280435
100344,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280436
100345,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280437
100345,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280438
100345,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280439
100345,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280440
100345,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280441
100345,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280442
100346,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280443
100346,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280444
100346,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280445
100346,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280446
100346,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280447
100346,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280448
100347,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280449
100347,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280450
100347,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280451
100347,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280452
100347,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280453
100347,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280454
100348,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280455
100348,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280456
100348,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280457
100348,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280458
100348,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280459
100348,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280460
100349,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280461
100349,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280462
100349,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280463
100349,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280464
100349,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280465
100349,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280466
100350,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280467
100350,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280468
100350,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280469
100350,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280470
100350,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280471
100350,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280472
100351,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280473
100351,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280474
100351,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280475
100351,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280476
100351,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280477
100351,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280478
100352,-,20250629,1,一经,P0,1,100%,60%,100%,100%,100%,100%,100%,1753793280479
100352,-,20250629,1,一经,P0,2,100%,60%,100%,100%,100%,100%,100%,1753793280480
100352,-,20250629,2,一经,P0,1,100%,60%,100%,100%,100%,100%,100%,1753793280481
100352,-,20250629,2,一经,P0,2,100%,60%,100%,100%,100%,100%,100%,1753793280482
100352,-,20250629,3,一经,P0,1,100%,60%,100%,100%,100%,100%,100%,1753793280483
100352,-,20250629,3,一经,P0,2,100%,60%,100%,100%,100%,100%,100%,1753793280484
100353,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280485
100353,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280486
100353,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280487
100353,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280488
100353,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280489
100353,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280490
100354,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280491
100354,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280492
100354,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280493
100354,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280494
100354,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280495
100354,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280496
100355,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280497
100355,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280498
100355,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280499
100355,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280500
100355,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280501
100355,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280502
100356,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280503
100356,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280504
100356,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280505
100356,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280506
100356,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280507
100356,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280508
100358,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280509
100358,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280510
100358,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280511
100358,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280512
100358,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280513
100358,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280514
100359,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280515
100359,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280516
100359,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280517
100359,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280518
100359,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280519
100359,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280520
100360,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280521
100360,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280522
100360,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280523
100360,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280524
100360,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280525
100360,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280526
100361,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280527
100361,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280528
100361,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280529
100361,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280530
100361,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280531
100361,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280532
100362,财务部,20250629,1,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280533
100362,财务部,20250629,1,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280534
100362,财务部,20250629,2,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280535
100362,财务部,20250629,2,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280536
100362,财务部,20250629,3,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280537
100362,财务部,20250629,3,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280538
100363,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280539
100363,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280540
100363,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280541
100363,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280542
100363,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280543
100363,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280544
100364,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280545
100364,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280546
100364,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280547
100364,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280548
100364,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280549
100364,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280550
100365,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280551
100365,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280552
100365,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280553
100365,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280554
100365,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280555
100365,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280556
100367,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280557
100367,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280558
100367,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280559
100367,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280560
100367,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280561
100367,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280562
100368,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280563
100368,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280564
100368,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280565
100368,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280566
100368,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280567
100368,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280568
100369,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280569
100369,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280570
100369,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280571
100369,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280572
100369,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280573
100369,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280574
100370,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280575
100370,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280576
100370,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280577
100370,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280578
100370,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280579
100370,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280580
100371,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280581
100371,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280582
100371,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280583
100371,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280584
100371,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280585
100371,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280586
100372,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280587
100372,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280588
100372,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280589
100372,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280590
100372,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280591
100372,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280592
100373,-,20250629,1,一经,P0,1,100%,72%,100%,100%,100%,100%,100%,1753793280593
100373,-,20250629,1,一经,P0,2,100%,72%,100%,100%,100%,100%,100%,1753793280594
100373,-,20250629,2,一经,P0,1,100%,72%,100%,100%,100%,100%,100%,1753793280595
100373,-,20250629,2,一经,P0,2,100%,72%,100%,100%,100%,100%,100%,1753793280596
100373,-,20250629,3,一经,P0,1,100%,72%,100%,100%,100%,100%,100%,1753793280597
100373,-,20250629,3,一经,P0,2,100%,72%,100%,100%,100%,100%,100%,1753793280598
100374,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280599
100374,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280600
100374,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280601
100374,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280602
100374,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280603
100374,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280604
100375,-,20250629,1,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280605
100375,-,20250629,1,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280606
100375,-,20250629,2,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280607
100375,-,20250629,2,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280608
100375,-,20250629,3,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280609
100375,-,20250629,3,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280610
100376,市场部,20250629,1,一经,P0,1,100%,72%,100%,100%,100%,100%,100%,1753793280611
100376,市场部,20250629,1,一经,P0,2,100%,72%,100%,100%,100%,100%,100%,1753793280612
100376,市场部,20250629,2,一经,P0,1,100%,72%,100%,100%,100%,100%,100%,1753793280613
100376,市场部,20250629,2,一经,P0,2,100%,72%,100%,100%,100%,100%,100%,1753793280614
100376,市场部,20250629,3,一经,P0,1,100%,72%,100%,100%,100%,100%,100%,1753793280615
100376,市场部,20250629,3,一经,P0,2,100%,72%,100%,100%,100%,100%,100%,1753793280616
100377,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280617
100377,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280618
100377,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280619
100377,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280620
100377,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280621
100377,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280622
100378,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280623
100378,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280624
100378,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280625
100378,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280626
100378,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280627
100378,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280628
100379,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280629
100379,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280630
100379,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280631
100379,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280632
100379,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280633
100379,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280634
100380,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280635
100380,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280636
100380,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280637
100380,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280638
100380,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280639
100380,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280640
100381,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280641
100381,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280642
100381,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280643
100381,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280644
100381,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280645
100381,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280646
100382,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280647
100382,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280648
100382,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280649
100382,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280650
100382,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280651
100382,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280652
100385,-,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793280653
100385,-,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793280654
100385,-,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793280655
100385,-,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793280656
100385,-,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793280657
100385,-,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793280658
100386,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280659
100386,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280660
100386,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280661
100386,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280662
100386,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280663
100386,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280664
100387,-,20250629,1,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280665
100387,-,20250629,1,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280666
100387,-,20250629,2,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280667
100387,-,20250629,2,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280668
100387,-,20250629,3,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793280669
100387,-,20250629,3,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793280670
100388,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280671
100388,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280672
100388,-,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280673
100388,-,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280674
100388,-,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280675
100388,-,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280676
100390,-,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793280677
100390,-,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793280678
