interface_id,department,create_time,biz_name,level,stability_scan,scan_timeliness,stability_clean,cleaning_timeliness,stability_convert,conversion_timeliness,stability_warehouse,warehousing_timeliness,stability_check,inspection_timeliness,accuracy_sample_field,consistency_file_record,completeness_file_field,uniqueness_primary_key,normativity_field_format,statistic_cycle,statistic_week_month,metric_trend_id,metric_type
105779,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079528,-
105780,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079535,-
105782,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079542,-
105783,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079549,-
105784,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079556,-
105785,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079563,-
105787,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079570,-
105789,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079577,-
105790,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079584,-
105791,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079591,-
105792,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079598,-
105794,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079605,-
105803,渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079612,-
105804,渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079619,-
105805,渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079626,-
105824,客户运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079633,-
105831,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079640,-
105832,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079647,-
105847,财务部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079654,-
105899,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079661,-
105902,信息系统部,20250727,一经,P0,100%,100%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079668,-
105915,-,20250727,一经,P0,100%,0%,100%,0%,100%,0%,100%,33%,100%,33%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079675,-
105916,-,20250727,一经,P0,100%,0%,100%,0%,100%,0%,34%,33%,100%,33%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079682,-
105917,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079689,-
105918,-,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079696,-
105955,市场部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079703,-
105959,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079710,-
105960,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079717,-
105963,产品研发中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079724,-
105981,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079731,-
105982,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079738,-
105983,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079745,-
105984,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079752,-
105985,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079759,-
105986,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079766,-
105987,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079773,-
105988,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079780,-
105989,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079787,-
105990,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079794,-
105991,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079801,-
105992,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079808,-
105993,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079815,-
105994,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079822,-
105995,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079829,-
105996,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079836,-
105997,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079843,-
105998,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079850,-
105999,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079857,-
106000,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079864,-
106001,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079871,-
106002,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079878,-
106003,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079885,-
106004,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079892,-
106005,市场部,20250727,其他,P5,100%,50%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079899,-
106006,渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079906,-
106007,渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079913,-
106008,市场部,20250727,一经,P0,100%,100%,100%,50%,100%,50%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079920,-
106009,网格和渠道运营中心,20250727,其他,P5,100%,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079927,-
106010,网格和渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079934,-
106011,网格和渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079941,-
106018,渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079948,-
106019,渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079955,-
106020,渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079962,-
106021,渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079969,-
106022,渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079976,-
106023,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079983,-
106026,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079990,-
106027,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870079997,-
106028,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080004,-
106033,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080011,-
106035,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080018,-
106038,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080025,-
106039,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080032,-
106040,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080039,-
106042,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080046,-
106043,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080053,-
106045,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080060,-
106046,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080067,-
106047,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080074,-
106057,服务管理部,20250727,其他,P5,100%,0%,100%,0%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080081,-
106059,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080088,-
106060,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080095,-
106061,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080102,-
106062,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080109,-
106063,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080116,-
106064,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080123,-
106065,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080130,-
106066,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080137,-
106067,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080144,-
106068,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080151,-
106069,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080158,-
106070,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080165,-
106071,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080172,-
106072,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080179,-
106073,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080186,-
106074,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080193,-
106075,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080200,-
106076,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080207,-
106077,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080214,-
106078,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080221,-
106079,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080228,-
106080,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080235,-
106081,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080242,-
106082,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080249,-
106083,网格和渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080256,-
106084,网格和渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080263,-
106095,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080270,-
106096,信息系统部,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080277,-
106097,渠道运营中心,20250727,一经,P0,100%,0%,100%,0%,100%,50%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080284,-
106098,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080291,-
106099,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080298,-
106100,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080305,-
106109,信息系统部,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080312,-
106141,服务管理部,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080319,-
106142,服务管理部,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080326,-
106149,服务管理部,20250727,其他,P5,100%,50%,100%,50%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080333,-
106150,服务管理部,20250727,其他,P5,100%,50%,100%,50%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080340,-
106151,服务管理部,20250727,其他,P5,100%,0%,100%,0%,100%,50%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080347,-
106152,服务管理部,20250727,其他,P5,100%,0%,100%,0%,100%,50%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080354,-
106158,客户运营中心-政企运营室,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080361,-
106159,客户运营中心-政企运营室,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080368,-
106169,服务管理部,20250727,其他,P5,100%,100%,100%,50%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080375,-
106191,市场部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080382,-
106192,信息系统部,20250727,一经,P0,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080389,-
106203,信息系统部,20250727,一经,P0,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080396,-
106204,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080403,-
106243,集团客户部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080410,-
106244,集团客户部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080417,-
106247,集团客户部,20250727,其他,P5,100%,50%,100%,50%,100%,50%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080424,-
106248,信息系统部,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080431,-
106249,信息系统部,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080438,-
106250,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080445,-
106251,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080452,-
106252,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080459,-
106253,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080466,-
106254,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080473,-
106255,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080480,-
106256,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080487,-
106257,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080494,-
106259,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080501,-
106260,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080508,-
106261,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080515,-
106262,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080522,-
106263,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080529,-
106264,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080536,-
106265,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080543,-
106266,信息系统部,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080550,-
106292,网格和渠道运营中心,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080557,-
106293,网格和渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080564,-
106294,网格和渠道运营中心,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080571,-
106295,集团客户部,20250727,其他,P5,100%,50%,100%,50%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080578,-
106296,集团客户部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080585,-
106297,集团客户部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080592,-
106298,集团客户部,20250727,其他,P5,100%,50%,100%,0%,100%,50%,100%,100%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080599,-
106303,服务管理部,20250727,其他,P5,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080606,-
106304,服务管理部,20250727,其他,P5,100%,50%,100%,50%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080613,-
106305,服务管理部,20250727,其他,P5,100%,50%,100%,50%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080620,-
106315,集团客户部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080627,-
106322,客户运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080634,-
106323,客户运营中心,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080641,-
106335,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080648,-
106336,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080655,-
106337,信息系统部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080662,-
106338,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080669,-
106339,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080676,-
106340,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080683,-
106347,集团客户部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080690,-
106348,集团客户部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250721-20250727,1753870080697,-
